RECORD_TYPE,ORIGIN_RUN_ID,PILOT_ID,OBSERVATION_ID,EXPRESSION_FAMILY_ID,QUERY_TYPE,APPLICABILITY,NA_REASON,SURFACE_ROLE,ENGINE_OR_SURFACE,SOURCE_DOMAIN,QUERY_EXACT,SEARCH_URL,SEARCHED_AT_UTC,LOCALE,ACCESS_STATUS,ORGANIC_TARGET,ORGANIC_COUNT,ANALYST,RUN_NOTES,RESULT_ORDINAL,RESULT_URL,FINAL_URL,DOMAIN_OR_PLATFORM,RESULT_TITLE,SELLER_CREATOR,SELLER_RELATION,VISIBLE_PUBLICATION_DATE,MATCH_ELEMENTS,MATERIAL_MATCH,TRACEABLE_SOURCE,MATCH_NOTES,REPRESENTATIVE,CANONICAL_OBSERVATION_ID,EXPECTED_RUNS,COMPLETED_RUNS,NA_RUNS,BLOCKED_RUNS,CROSS_SELLER_RECURRENCE,TRACEABLE_CREATOR_OR_RIGHTS_SOURCE,PROVENANCE_CONFIDENCE,PROVENANCE_BASIS,FINAL_GATE0_DISPOSITION,DECISION_RATIONALE,DECIDED_BY,DECIDED_AT_UTC,LIMITATIONS
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,3,https://www.etsy.com/market/cotton_blend_t_shirts_women,NOT-OPENED — search title/snippet reviewed,etsy.com,Cotton Blend T Shirts Women - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,4,https://www.etsy.com/listing/4403459519/salty-girl-tee-womens-vintage-cotton,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,5,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,Tokfun,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,6,https://www.etsy.com/market/cotton_round_neck_tshirt,NOT-OPENED — search title/snippet reviewed,etsy.com,Cotton Round Neck Tshirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,7,https://www.etsy.com/shop/Tokfun/reviews,NOT-OPENED — search title/snippet reviewed,etsy.com,Bewertungen - Tokfun - Seite 1 - Etsy.de,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,8,https://www.etsy.com/market/salty_girl_tshirt,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Tshirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,partial cleaned title,UNCERTAIN,UNRESOLVED,Partial title match only; artwork identity is not established by the result title.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,9,https://www.etsy.com/market/salt_tee,NOT-OPENED — search title/snippet reviewed,etsy.com,Salt Tee - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-SRC,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,SOURCE-DOMAIN,,,,,,,,,,,,10,https://www.etsy.com/market/salty_girl_shirt,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Shirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,partial cleaned title,UNCERTAIN,UNRESOLVED,Partial title match only; artwork identity is not established by the result title.,NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,OpenAI web search,,"""Salty Girl Tee"" ""vintage cotton blend""",UNAVAILABLE — search-service result-page URL not exposed,2026-09-25T18:19:40.362Z,United States / English,COMPLETE-10,10,10,Codex / TRACE provenance reviewer,First organic results returned by the search service were reviewed and recorded by ordinal; sponsored modules were not counted.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,1,https://www.etsy.com/listing/4489901964/salty-girl-tee-womens-vintage-cotton,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy Denmark,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,2,https://www.etsy.com/listing/4403459519/salty-girl-tee-womens-vintage-cotton,NOT-OPENED — search title/snippet reviewed,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,3,https://thelondonstitch.com/,NOT-OPENED — search title/snippet reviewed,thelondonstitch.com,The London Stitch,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,no material candidate elements established,NO,UNRESOLVED,No material match is visible in the result title/snippet; retained because it is within the first 10 organic results.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,4,https://www.walmart.com/ip/20034559707,NOT-OPENED — search title/snippet reviewed,walmart.com,Salty Girl Tee Vintage Cotton Blend T-Shirt - Walmart.com,UNAVAILABLE — not exposed in search result,UNKNOWN,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-ORIGIN-ETSY-B01-T-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-01-MR-06,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,,,,,,,,,,,,5,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,https://www.etsy.com/listing/4332571417/salty-girl-tee-womens-vintage-cotton,etsy.com,Salty Girl Tee: Women's Vintage Cotton Blend T-shirt - Etsy,Tokfun,SOURCE-SELLER,UNAVAILABLE — no stable listing/publication date exposed,cleaned title phrase,YES,UNRESOLVED,Candidate or materially matching cleaned product title appears in the result.,NO,,,,,,,,,,,,,,
