RECORD_TYPE,ORIGIN_RUN_ID,PILOT_ID,OBSERVATION_ID,EXPRESSION_FAMILY_ID,QUERY_TYPE,APPLICABILITY,NA_REASON,SURFACE_ROLE,ENGINE_OR_SURFACE,SOURCE_DOMAIN,QUERY_EXACT,SEARCH_URL,SEARCHED_AT_UTC,LOCALE,ACCESS_STATUS,ORGANIC_TARGET,ORGANIC_COUNT,ANALYST,RUN_NOTES,RESULT_ORDINAL,RESULT_URL,FINAL_URL,DOMAIN_OR_PLATFORM,RESULT_TITLE,SELLER_CREATOR,SELLER_RELATION,VISIBLE_PUBLICATION_DATE,MATCH_ELEMENTS,MATERIAL_MATCH,TRACEABLE_SOURCE,MATCH_NOTES,REPRESENTATIVE,CANONICAL_OBSERVATION_ID,EXPECTED_RUNS,COMPLETED_RUNS,NA_RUNS,BLOCKED_RUNS,CROSS_SELLER_RECURRENCE,TRACEABLE_CREATOR_OR_RIGHTS_SOURCE,PROVENANCE_CONFIDENCE,PROVENANCE_BASIS,FINAL_GATE0_DISPOSITION,DECISION_RATIONALE,DECIDED_BY,DECIDED_AT_UTC,LIMITATIONS
SEARCH_RUN,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,REQUIRED,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,"""Charles Island"" shark ""Walnut Beach"" shirt",https://www.etsy.com/search?q=%22Charles%20Island%22%20shark%20%22Walnut%20Beach%22%20shirt&instant_download=false,2026-09-25T18:27:07.403Z,United States / English (US) / USD,COMPLETE-10,10,10,Codex / p002_origin_etsy_b9_13,"10 organic results were exposed in the rendered search-result group; ads were excluded and every exposed organic result was recorded. SEQUENCE DEVIATION: this origin run began before the preregistered raw-frame stage had closed through DTC S12. Evidence is preserved without selection, EF, or SDC credit.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,1,https://www.etsy.com/listing/4532612141/jaws-at-walnut-beach-vintage-merch-adult,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"JAWS at Walnut Beach Vintage Merch | Adult & Youth T-Shirts | Vinyl Beach Sticker | Milford, Connecticut Souvenirs + Gifts",nefarmhousedesign,SOURCE-SELLER,UNAVAILABLE — not shown in search result,Charles Island / JAWS / shark / Walnut Beach composition,YES,YES,Source listing.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,2,https://www.etsy.com/listing/4525174770/sst-bayshore-sharks-shirt-school-spirit,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"SST Bayshore Sharks Shirt, School Spirit Tee, Shark Mascot Graphic Tee",Spilltheteecoonline,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark mascot only,NO,NO,"No Charles Island, Walnut Beach, or JAWS film expression.",NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,3,https://www.etsy.com/listing/4522981113/sharkasm-shirt-funny-shark-t-shirt,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"Sharkasm Shirt, Funny Shark T-Shirt, Sarcastic Shark Tee",BlissoryShop,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,4,https://www.etsy.com/listing/4562587402/black-cat-riding-shark-shirt-funny-cat,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"Black Cat Riding Shark Shirt, Funny Cat Shark Tee",prestiviona,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,5,https://www.etsy.com/listing/4573397932/fat-cat-vs-shark-t-shirt-comfort-colors,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"Fat Cat Vs Shark T-Shirt, Comfort Colors Meme Hilarious Tee",OldRetroTees,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,6,https://www.etsy.com/listing/703963278/quints-shark-fishing-t-shirt-film-fan,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,Quint's Shark Fishing T-Shirt: Film Fan Art 70s Movie Shirt S-5XL,MoviTees,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Quint / shark / 1970s film fan-art dependency,YES,YES,Traceable JAWS film fan-art ecosystem; not the same local composition.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,7,https://www.etsy.com/listing/4463581948/shark-howling-at-moon-vintage-90s,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,Shark Howling at Moon Vintage 90s Graphic Shirt,OldSchoolCulture,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,8,https://www.etsy.com/listing/4550362632/fat-cat-vs-shark-shirt-funny-meme-black,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"Fat Cat Vs Shark Shirt, Funny Meme Black Cat Hunting Riding Shark",GiftReef,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,9,https://www.etsy.com/listing/4546895251/vintage-shark-shirt-comfort-colors-ocean,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,"Vintage Shark Shirt, Comfort Colors Ocean Life Tee",DigisignerArt,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark only,NO,NO,No material expression match.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-COMP-SOURCE,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,COMPOSITION,,,SOURCE-NATIVE,Etsy signed-out native search,etsy.com,,,,,,,,,,10,https://www.etsy.com/listing/4517376407/three-shark-moon-comfort-colors-shirt,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,etsy.com,Three Shark Moon Comfort Colors Shirt Retro Parody Shark Week 2026 Graphic Tee,byBoboTee,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Generic shark/parody only,NO,NO,"No Charles Island, Walnut Beach, or JAWS local-event expression.",NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-OR-ETSY-B09-EXACT-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,EXACT-WORDING,REQUIRED,,OPEN-WEB,OpenAI web search (system1),open web,"""JAWS at Walnut Beach""",UNAVAILABLE — web-search service exposes result URLs but not a persistent result-page URL,2026-09-25T18:23:23.382Z,United States / English,EXHAUSTED-LT10,10,4,Codex / p002_origin_etsy_b9_13,"The service returned 4 organic results for the exact query; every returned result was recorded. SEQUENCE DEVIATION: this origin run began before the preregistered raw-frame stage had closed through DTC S12. Evidence is preserved without selection, EF, or SDC credit.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-EXACT-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,EXACT-WORDING,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,1,https://www-fallback.instagram.com/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Duuunnn... dunnn... duuuunnnn... ...,UNAVAILABLE — not shown in search result,SAME-COMMERCIAL-SOURCE,UNAVAILABLE — not shown in search result,Exact merch wording in snippet; New England Farmhouse Design named,YES,YES,Snippet ties the exact phrase to the source seller's merchandise.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-EXACT-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,EXACT-WORDING,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,2,https://www.etsy.com/mx/listing/4532612141/jaws-at-walnut-beach-vintage-merch-adult,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Artículos vintage de Tiburón en Walnut Beach / Camisetas para ...,UNAVAILABLE — not shown in search result,SOURCE-SELLER,UNAVAILABLE — not shown in search result,Exact candidate listing,YES,YES,Source listing in another Etsy locale.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-EXACT-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,EXACT-WORDING,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,3,https://www.facebook.com/milford.recreation/photos/1099449908885078/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Milford Recreation added a new photo.,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Exact phrase and source seller in Milford Recreation snippet,YES,YES,Municipal recreation page links the exact merchandise to the local event.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-EXACT-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,EXACT-WORDING,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,4,https://www.etsy.com/listing/1777717819/walnut-beach-colorful-retro-watercolor,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,WALNUT BEACH Colorful Retro Watercolor Art Scene,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Walnut Beach location only,NO,NO,The result itself is a watercolor scene; the candidate appears only in recommendation text.,NO,,,,,,,,,,,,,,
SEARCH_RUN,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,REQUIRED,,OPEN-WEB,OpenAI web search (system1),open web,"""JAWS at Walnut Beach"" vintage merch shirt",UNAVAILABLE — web-search service exposes result URLs but not a persistent result-page URL,2026-09-25T18:23:23.383Z,United States / English,EXHAUSTED-LT10,10,7,Codex / p002_origin_etsy_b9_13,"The service returned 7 organic results for the exact query; every returned result was recorded. SEQUENCE DEVIATION: this origin run began before the preregistered raw-frame stage had closed through DTC S12. Evidence is preserved without selection, EF, or SDC credit.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,1,https://www.instagram.com/p/DbhYkzfuzvi/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Jaws is a PERFECT film. There isn't a wasted frame in the ...,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Jaws film event plus Charles Island / JAWS merchandise,YES,YES,Event post explicitly identifies Jaws as a film and the matching merchandise.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,2,https://www.facebook.com/milford.recreation/posts/milford-get-ready-for-the-ultimate-summer-night-we-partnered-with-milford-horror/1434977898665609/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,"Free outdoor movie night at Walnut Beach in Milford, CT",UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Free Jaws outdoor movie and exact merchandise phrase,YES,YES,Milford Recreation ties the merchandise to a Jaws movie event.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,3,https://www.etsy.com/listing/4532612141/jaws-at-walnut-beach-vintage-merch-adult,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,JAWS at Walnut Beach Vintage Merch | Adult & Youth T-shirts,UNAVAILABLE — not shown in search result,SOURCE-SELLER,UNAVAILABLE — not shown in search result,Exact candidate listing and shark/JAWS art,YES,YES,Source listing; image text exposes Charles Island 2026 JAWS Walnut Beach.,YES,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,4,https://www.instagram.com/p/DbWdMkfGSVw/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Happy Shark Week! 🍿🦈 4 days until JAWS on WALNUT ...,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,JAWS event and exact merchandise phrase,YES,YES,Event promotion links exact merch to Jaws screening.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,5,https://www.facebook.com/milford.recreation/posts/jaws-on-walnut-beach-tonight730pm-for-silver-sands-pizza-italian-ices-of-connect/1448310997332299/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Movie night at Walnut Beach tonight - Milford,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,JAWS movie night and exact merchandise phrase,YES,YES,Municipal event promotion links merch to Jaws movie night.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,6,https://www.facebook.com/milford.recreation/posts/happy-shark-week-4-days-until-jaws-on-walnut-beachthis-is-a-free-outdoor-movie-n/1445004794329586/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,Free outdoor movie night: Jaws on Walnut Beach in Milford ...,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,JAWS outdoor movie and exact merchandise phrase,YES,YES,Municipal event promotion links merch to Jaws film event.,NO,,,,,,,,,,,,,,
ORGANIC_RESULT,TRACE-P002-OR-ETSY-B09-TITLE-WEB,TRACE-PILOT-002,TRACE-P002-OBS-ETSY-06-TR-07,,CLEAN-TITLE,,,OPEN-WEB,OpenAI web search (system1),open web,,,,,,,,,,7,https://www.instagram.com/p/Dbew42Yjpa3/,UNAVAILABLE — result not opened; first-page search card/snippet reviewed,open web,JAWS!!! It's guaranteed to be an awesome time! There will ...,UNAVAILABLE — not shown in search result,UNRELATED-SELLER,UNAVAILABLE — not shown in search result,Milford Horror Jaws event plus limited-edition merch,YES,YES,Event post links Jaws presentation and matching merchandise.,NO,,,,,,,,,,,,,,
