row_type,pilot_id,pool_id,store_order,store_id,store_name,surface_status,captured_at_utc,collection_scope,collection_url,requested_sort,returned_sort_label,sort_active_state,collection_capture_count,observation_id,raw_rank,product_handle,product_title,product_url,thumbnail_alt,screen_basis,title_thumbnail_screen,pre_origin_detail_disposition,gate0_basis,family_first_observation_id,family_first_rank,detail_opened,review_scope,item_review_count,item_sales_evidence,nonzero_sales_corroboration,provenance_candidate_grade,provenance_candidate_basis,origin_search_state,store_queue_rank,notes
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-10,10,mens-fine-thanks-t-shirt,Men's Fine Thanks T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-fine-thanks-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-10,10,NO,,,,,,,NOT-RUN,9,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-11,11,mens-girls-will-be-girls-witch-t-shirt,Men's Girls Will Be Girls Witch T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-girls-will-be-girls-witch-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-11,11,NO,,,,,,,NOT-RUN,10,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-12,12,mens-living-my-okayest-life-t-shirt,Men's Living My Okayest Life T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-living-my-okayest-life-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-12,12,NO,,,,,,,NOT-RUN,11,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-13,13,mens-dystopia-got-you-down-try-dissociating-t-shirt,Men's Dystopia Got You Down? Try Dissociating! T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-dystopia-got-you-down-try-dissociating-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-13,13,NO,,,,,,,NOT-RUN,12,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-14,14,mens-feminist-is-my-second-favorite-f-word-t-shirt,Men's Feminist is My Second Favorite F Word T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-feminist-is-my-second-favorite-f-word-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-14,14,NO,,,,,,,NOT-RUN,13,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-15,15,mens-were-all-in-this-together-like-hostages-t-shirt,Men's We're All In This Together Like Hostages T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-were-all-in-this-together-like-hostages-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-15,15,NO,,,,,,,NOT-RUN,14,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-16,16,mens-nolite-te-bastardes-carborundorum-t-shirt,Men's Nolite Te Bastardes Carborundorum T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-nolite-te-bastardes-carborundorum-t-shirt,,TITLE+RENDERED-THUMBNAIL,IP-EXCLUDED,IP-EXCLUDED,Recognizable The Handmaid's Tale expression,TRACE-P002-OBS-DTC-S01-16,16,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,Gate 0 contamination-control screen; not an infringement or legal conclusion.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-17,17,mens-maybe-worrying-about-it-will-help-anxiety-t-shirt,Men's Maybe Worrying About It Will Help Anxiety T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-maybe-worrying-about-it-will-help-anxiety-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-17,17,NO,,,,,,,NOT-RUN,15,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-18,18,mens-maybe-tomorrow-satan-t-shirt,Men's Maybe Tomorrow Satan T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-maybe-tomorrow-satan-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-18,18,NO,,,,,,,NOT-RUN,16,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-19,19,mens-hard-pass-t-shirt,Men's Hard Pass T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-hard-pass-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-19,19,NO,,,,,,,NOT-RUN,17,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-20,20,mens-a-womans-place-is-in-the-white-house-t-shirt,Men's A Woman's Place is in The White House T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-a-womans-place-is-in-the-white-house-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-20,20,NO,,,,,,,NOT-RUN,18,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-21,21,mens-what-a-time-to-be-alive-and-anxious-t-shirt,Men's What a Time to be Alive and Anxious T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-what-a-time-to-be-alive-and-anxious-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-21,21,NO,,,,,,,NOT-RUN,19,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-22,22,mens-catnip-freakout-t-shirt-by-ex-boyfriend,Men's Catnip Freakout T-Shirt - By Ex-Boyfriend,https://www.boredwalk.com/collections/mens-tshirts/products/mens-catnip-freakout-t-shirt-by-ex-boyfriend,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-22,22,NO,,,,,,,NOT-RUN,20,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-23,23,mens-no-one-asked-you-t-shirt,Men's No One Asked You T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-no-one-asked-you-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-23,23,NO,,,,,,,NOT-RUN,21,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,1,P002-DTC-S01,Boredwalk,COMPLETE,2026-09-25T18:13:28.478Z,Mens TShirts,https://www.boredwalk.com/collections/mens-tshirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S01-24,24,mens-antisocial-butterfly-t-shirt,Men's Antisocial Butterfly T-Shirt,https://www.boredwalk.com/collections/mens-tshirts/products/mens-antisocial-butterfly-t-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S01-24,24,NO,,,,,,,NOT-RUN,22,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,,,,,,,,,,,,,,,,,,,,,,First 24 products captured from a longer collection.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-01,1,feel-alive-shirt,'Feel Alive' Shirt,https://www.wickedclothes.com/products/feel-alive-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,ORIGIN-PENDING,Highest-ranked canonical family surviving basic/title/thumbnail Gate 0 in this store.,TRACE-P002-OBS-DTC-S02-01,1,YES,SHOP-WIDE,,"Product page labels the CATSNEEZE design 200+ sold; 7,386-review score is shop-wide and not counted as item reviews",YES,MEDIUM-CANDIDATE,Named artist CATSNEEZE and four-design artist grouping on the product page; origin not independently tested.,NOT-RUN,1,Provisional candidate only; mandatory cross-market origin searches and final Gate 0 remain open; no SDC created.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-02,2,live-fast-eat-trash-shirt,"'Live Fast, Eat Trash' Shirt",https://www.wickedclothes.com/products/live-fast-eat-trash-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S02-02,2,NO,,,,,,,NOT-RUN,2,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-03,3,purely-spite-shirt,'Purely Spite' Shirt,https://www.wickedclothes.com/products/purely-spite-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S02-03,3,NO,,,,,,,NOT-RUN,3,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-04,4,mothman-shirt,'Mothman' Shirt,https://www.wickedclothes.com/products/mothman-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S02-04,4,NO,,,,,,,NOT-RUN,4,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-05,5,conspiracy-theories-shirt,'Conspiracy Theories' Shirt,https://www.wickedclothes.com/products/conspiracy-theories-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S02-05,5,NO,,,,,,,NOT-RUN,5,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
PRODUCT,TRACE-PILOT-002,TRACE-P002-POOL-DTC,2,P002-DTC-S02,Wicked Clothes,COMPLETE,2026-09-25T18:14:38.575Z,shirts,https://www.wickedclothes.com/collections/t-shirts?sort_by=best-selling,sort_by=best-selling,Best selling,VERIFIED,24,TRACE-P002-OBS-DTC-S02-06,6,stay-weird-glow-in-the-dark-shirt,'Stay Weird' Glow in the Dark Shirt,https://www.wickedclothes.com/products/stay-weird-glow-in-the-dark-shirt,,TITLE+RENDERED-THUMBNAIL,CANDIDATE,SURFACE-PASS-DETAIL-NOT-OPENED,Fixed graphic-shirt family survived the basic/title/rendered-thumbnail screen; detail and origin remain pending if reached.,TRACE-P002-OBS-DTC-S02-06,6,NO,,,,,,,NOT-RUN,6,Deterministic same-store continuation row; inspect only if every earlier store_queue_rank family fails.
